,age_percentage20,fitness_age_list20,age_percentage25,fitness_age_list25
0,0.0,0.0,1.0,1.3333374150171258
1,0.01,0.03657176924279239,0.99,1.3200040408669544
2,0.02,0.07314353848558477,0.98,1.3066706667167833
3,0.03,0.10971530772837716,0.97,1.293337292566612
4,0.04,0.14628707697116955,0.96,1.2800039184164407
5,0.05,0.1828588462139619,0.95,1.2666705442662693
6,0.06,0.21943061545675432,0.94,1.2533371701160982
7,0.07,0.2560023846995468,0.9299999999999999,1.240003795965927
8,0.08,0.2925741539423391,0.92,1.2266704218157558
9,0.09,0.3291459231851314,0.91,1.2133370476655845
10,0.1,0.3657176924279238,0.9,1.2000036735154131
11,0.11,0.4022894616707162,0.89,1.186670299365242
12,0.12,0.43886123091350865,0.88,1.1733369252150707
13,0.13,0.47543300015630113,0.87,1.1600035510648994
14,0.14,0.5120047693990936,0.86,1.146670176914728
15,0.15,0.5485765386418857,0.85,1.133336802764557
16,0.16,0.5851483078846782,0.84,1.1200034286143856
17,0.17,0.6217200771274705,0.83,1.1066700544642143
18,0.18,0.6582918463702628,0.8200000000000001,1.0933366803140432
19,0.19,0.6948636156130551,0.81,1.0800033061638719
20,0.2,0.7314353848558476,0.8,1.0666699320137008
21,0.21,0.7680071540986401,0.79,1.0533365578635294
22,0.22,0.8045789233414324,0.78,1.040003183713358
23,0.23,0.8411506925842249,0.77,1.0266698095631868
24,0.24,0.8777224618270173,0.76,1.0133364354130157
25,0.25,0.9142942310698098,0.75,1.0000030612628443
26,0.26,0.9508660003126023,0.74,0.9866696871126731
27,0.27,0.9874377695553946,0.73,0.9733363129625018
28,0.28,1.0240095387981871,0.72,0.9600029388123306
29,0.29,1.060581308040979,0.71,0.9466695646621592
30,0.3,1.0971530772837714,0.7,0.933336190511988
31,0.31,1.133724846526564,0.69,0.9200028163618167
32,0.32,1.1702966157693564,0.6799999999999999,0.9066694422116455
33,0.33,1.2068683850121489,0.6699999999999999,0.8933360680614741
34,0.34,1.243440154254941,0.6599999999999999,0.8800026939113029
35,0.35,1.2800119234977332,0.65,0.8666693197611318
36,0.36,1.3165836927405257,0.64,0.8533359456109605
37,0.37,1.3531554619833182,0.63,0.8400025714607893
38,0.38,1.3897272312261102,0.62,0.8266691973106179
39,0.39,1.4262990004689027,0.61,0.8133358231604467
40,0.4,1.4628707697116952,0.6,0.8000024490102754
41,0.41,1.4994425389544876,0.5900000000000001,0.7866690748601043
42,0.42,1.5360143081972801,0.5800000000000001,0.7733357007099331
43,0.43,1.5725860774400724,0.5700000000000001,0.7600023265597617
44,0.44,1.6091578466828649,0.56,0.7466689524095905
45,0.45,1.6457296159256574,0.55,0.7333355782594192
46,0.46,1.6823013851684498,0.54,0.720002204109248
47,0.47,1.718873154411242,0.53,0.7066688299590766
48,0.48,1.7554449236540346,0.52,0.6933354558089054
49,0.49,1.792016692896827,0.51,0.6800020816587341
50,0.5,1.8285884621396196,0.5,0.6666687075085629
51,0.51,1.865160231382412,0.49,0.6533353333583917
52,0.52,1.9017320006252045,0.48,0.6400019592082203
53,0.53,1.9383037698679968,0.47,0.6266685850580491
54,0.54,1.9748755391107893,0.45999999999999996,0.6133352109078778
55,0.55,2.0114473083535818,0.44999999999999996,0.6000018367577066
56,0.56,2.0480190775963742,0.43999999999999995,0.5866684626075352
57,0.57,2.0845908468391654,0.43000000000000005,0.5733350884573641
58,0.58,2.121162616081958,0.42000000000000004,0.5600017143071929
59,0.59,2.1577343853247504,0.41000000000000003,0.5466683401570216
60,0.6,2.194306154567543,0.4,0.5333349660068504
61,0.61,2.2308779238103353,0.39,0.520001591856679
62,0.62,2.267449693053128,0.38,0.5066682177065078
63,0.63,2.3040214622959203,0.37,0.49333484355633656
64,0.64,2.340593231538713,0.36,0.4800014694061653
65,0.65,2.3771650007815053,0.35,0.466668095255994
66,0.66,2.4137367700242978,0.33999999999999997,0.45333472110582274
67,0.67,2.4503085392670894,0.32999999999999996,0.44000134695565146
68,0.68,2.486880308509882,0.31999999999999995,0.4266679728054802
69,0.69,2.523452077752674,0.31000000000000005,0.4133345986553091
70,0.7,2.5600238469954664,0.30000000000000004,0.4000012245051378
71,0.71,2.596595616238259,0.29000000000000004,0.38666785035496654
72,0.72,2.6331673854810513,0.28,0.37333447620479526
73,0.73,2.669739154723844,0.27,0.360001102054624
74,0.74,2.7063109239666363,0.26,0.3466677279044527
75,0.75,2.742882693209428,0.25,0.33333435375428144
76,0.76,2.7794544624522204,0.24,0.32000097960411017
77,0.77,2.816026231695013,0.22999999999999998,0.3066676054539389
78,0.78,2.8525980009378054,0.21999999999999997,0.2933342313037676
79,0.79,2.889169770180598,0.20999999999999996,0.28000085715359635
80,0.8,2.9257415394233903,0.19999999999999996,0.2666674830034251
81,0.81,2.962313308666183,0.18999999999999995,0.2533341088532538
82,0.82,2.9988850779089753,0.18000000000000005,0.2400007347030827
83,0.83,3.035456847151768,0.17000000000000004,0.22666736055291142
84,0.84,3.0720286163945603,0.16000000000000003,0.21333398640274018
85,0.85,3.1086003856373527,0.15000000000000002,0.2000006122525689
86,0.86,3.145172154880145,0.14,0.18666723810239763
87,0.87,3.1817439241229373,0.13,0.17333386395222636
88,0.88,3.2183156933657298,0.12,0.16000048980205508
89,0.89,3.2548874626085222,0.10999999999999999,0.1466671156518838
90,0.9,3.2914592318513147,0.09999999999999998,0.13333374150171254
91,0.91,3.328031001094107,0.08999999999999997,0.12000036735154128
92,0.92,3.3646027703368997,0.07999999999999996,0.10666699320137
93,0.93,3.401174539579692,0.06999999999999995,0.09333361905119873
94,0.94,3.437746308822484,0.06000000000000005,0.08000024490102761
95,0.95,3.4743180780652767,0.050000000000000044,0.06666687075085635
96,0.96,3.510889847308069,0.040000000000000036,0.05333349660068508
97,0.97,3.5474616165508617,0.030000000000000027,0.040000122450513806
98,0.98,3.584033385793654,0.020000000000000018,0.02666674830034254
99,0.99,3.6206051550364466,0.010000000000000009,0.01333337415017127
