,age_list,age_expected_fertility
0,20.0,0.36571769242792385
1,20.050505050505052,0.37572581448478565
2,20.1010101010101,0.38589810386644935
3,20.151515151515152,0.396233143918705
4,20.2020202020202,0.4067293391631038
5,20.252525252525253,0.41738491234441527
6,20.303030303030305,0.42819790166118105
7,20.353535353535353,0.43916615818902127
8,20.404040404040405,0.4502873435061889
9,20.454545454545453,0.46155892753071015
10,20.505050505050505,0.47297818657828994
11,20.555555555555557,0.48454220164990264
12,20.606060606060606,0.4962478569578036
13,20.656565656565657,0.5080918386983942
14,20.707070707070706,0.5200706340800959
15,20.757575757575758,0.5321805306140909
16,20.80808080808081,0.5444176156754084
17,20.858585858585858,0.5567777763415157
18,20.90909090909091,0.5692566995151435
19,20.95959595959596,0.5818498723376704
20,21.01010101010101,0.5945525828989754
21,21.060606060606062,0.6073599212491549
22,21.11111111111111,0.6202667807170669
23,21.161616161616163,0.6332678595401221
24,21.21212121212121,0.6463576628092139
25,21.262626262626263,0.6595305047321572
26,21.313131313131315,0.6727805112183931
27,21.363636363636363,0.6861016227871701
28,21.414141414141415,0.6994875978007821
29,21.464646464646464,0.7129320160238191
30,21.515151515151516,0.7264282825087853
31,21.565656565656564,0.7399696318077325
32,21.616161616161616,0.753549132508963
33,21.666666666666668,0.7671596920971189
34,21.717171717171716,0.780794062134346
35,21.767676767676768,0.7944448437595085
36,21.818181818181817,0.8081044935017245
37,21.86868686868687,0.8217653294038387
38,21.91919191919192,0.8354195374506883
39,21.96969696969697,0.8490591782963759
40,22.02020202020202,0.8626761942840301
41,22.07070707070707,0.8762624167508314
42,22.12121212121212,0.8898095736104332
43,22.171717171717173,0.903309297204165
44,22.22222222222222,0.9167531324117796
45,22.272727272727273,0.9301325450118167
46,22.32323232323232,0.9434389302809919
47,22.373737373737374,0.9566636218214212
48,22.424242424242426,0.9697979006038171
49,22.474747474747474,0.9828330042142357
50,22.525252525252526,0.995760136291342
51,22.575757575757574,1.0085704761405958
52,22.626262626262626,1.021255188511251
53,22.67676767676768,1.0338054335215026
54,22.727272727272727,1.0462123767166707
55,22.77777777777778,1.0584671992448287
56,22.828282828282827,1.0705611081338438
57,22.87878787878788,1.0824853466534379
58,22.929292929292927,1.0942312047454645
59,22.97979797979798,1.1057900295053118
60,23.03030303030303,1.1171532356969989
61,23.08080808080808,1.1283123162843236
62,23.13131313131313,1.1392588529601584
63,23.18181818181818,1.1499845266558215
64,23.232323232323232,1.1604811280123208
65,23.282828282828284,1.1707405677951337
66,23.333333333333332,1.180754887234161
67,23.383838383838384,1.1905162682704375
68,23.434343434343432,1.200017043691219
69,23.484848484848484,1.2092497071351398
70,23.535353535353536,1.218206922949207
71,23.585858585858585,1.2268815358795797
72,23.636363636363637,1.2352665805782546
73,23.686868686868685,1.2433552909080052
74,23.737373737373737,1.2511411090282198
75,23.78787878787879,1.258617694244569
76,23.838383838383837,1.2657789316058212
77,23.88888888888889,1.2726189402314945
78,23.939393939393938,1.2791320813544895
79,23.98989898989899,1.285312966063321
80,24.04040404040404,1.2911564627290628
81,24.09090909090909,1.2966577041027014
82,24.141414141414142,1.3018120940691509
83,24.19191919191919,1.306615314044814
84,24.242424242424242,1.3110633290062381
85,24.292929292929294,1.3151523931380695
86,24.343434343434343,1.3188790550892586
87,24.393939393939394,1.3222401628271825
88,24.444444444444443,1.3252328680801282
89,24.494949494949495,1.3278546303593834
90,24.545454545454547,1.3301032205529684
91,24.595959595959595,1.331976724083909
92,24.646464646464647,1.3334735436267757
93,24.696969696969695,1.334592401377101
94,24.747474747474747,1.335332340869153
95,24.7979797979798,1.33569272833846
96,24.848484848484848,1.335673253626349
97,24.8989898989899,1.3352739306247128
98,24.949494949494948,1.3344950972600944
99,25.0,1.3333374150171258
