,age_list,fitness_age_list
0,20.0,1.639727395714616e-05
1,20.050505050505052,2.0850875546059677e-05
2,20.1010101010101,2.6443837398601047e-05
3,20.151515151515152,3.3448087363509583e-05
4,20.2020202020202,4.219527198515306e-05
5,20.252525252525253,5.3088568607607644e-05
6,20.303030303030305,6.661652381559948e-05
7,20.353535353535353,8.336919587368973e-05
8,20.404040404040405,0.00010405690165411027
9,20.454545454545453,0.00012953188981292343
10,20.505050505050505,0.00016081328065661
11,20.555555555555557,0.00019911562801648214
12,20.606060606060606,0.0002458814680941086
13,20.656565656565657,0.00030281822302749426
14,20.707070707070706,0.0003719398210208859
15,20.757575757575758,0.00045561337825215985
16,20.80808080808081,0.000556611258216842
17,20.858585858585858,0.0006781687793413004
18,20.90909090909091,0.000824047779153575
19,20.95959595959596,0.0009986061605548296
20,21.01010101010101,0.0012068734403384604
21,21.060606060606062,0.0014546321897338638
22,21.11111111111111,0.001748505099321686
23,21.161616161616163,0.002096047214446876
24,21.21212121212121,0.002505842671017095
25,21.262626262626263,0.0029876050147414753
26,21.313131313131315,0.003552279909676479
27,21.363636363636363,0.004212148735632646
28,21.414141414141415,0.0049809312409391385
29,21.464646464646464,0.005873885060971219
30,21.515151515151516,0.006907899538903987
31,21.565656565656564,0.0081015809001435
32,21.616161616161616,0.009475325444306277
33,21.666666666666668,0.01105137703870629
34,21.717171717171716,0.012853864837097788
35,21.767676767676768,0.014908816820619368
36,21.818181818181817,0.017244144479798527
37,21.86868686868687,0.019889593743770053
38,21.91919191919192,0.022876657133246294
39,21.96969696969697,0.02623844208567351
40,22.02020202020202,0.030009490492965644
41,22.07070707070707,0.034225544722408976
42,22.12121212121212,0.03892325577690709
43,22.171717171717173,0.04413982980692172
44,22.22222222222222,0.049912609926013186
45,22.272727272727273,0.056278591213935
46,22.32323232323232,0.06327386792072189
47,22.373737373737374,0.0709330132118814
48,22.424242424242426,0.07928839331235199
49,22.474747474747474,0.08836941960259227
50,22.525252525252526,0.09820174407378095
51,22.575757575757574,0.10880640553303911
52,22.626262626262626,0.12019893602830269
53,22.67676767676768,0.13238843909264206
54,22.727272727272727,0.14537665353894222
55,22.77777777777778,0.15915701861035647
56,22.828282828282827,0.1737137582467332
57,22.87878787878788,0.18902100399465385
58,22.929292929292927,0.20504197759812692
59,22.97979797979798,0.22172825548715663
60,23.03030303030303,0.23901913816184336
61,23.08080808080808,0.2568411477841628
62,23.13131313131313,0.2751076770775251
63,23.18181818181818,0.2937188118443078
64,23.232323232323232,0.31256134800386404
65,23.282828282828284,0.33150902200168586
66,23.333333333333332,0.3504229707350263
67,23.383838383838384,0.3691524337893109
68,23.434343434343432,0.38753570681128613
69,23.484848484848484,0.40540135030771657
70,23.535353535353536,0.42256965312188693
71,23.585858585858585,0.43885434439477405
72,23.636363636363637,0.454064542072932
73,23.686868686868685,0.4680069201085562
74,23.737373737373737,0.48048807055141673
75,23.78787878787879,0.4913170309114283
76,23.838383838383837,0.5003079416370365
77,23.88888888888889,0.5072827934732527
78,23.939393939393938,0.5120742199978219
79,23.98989898989899,0.5145282869412765
80,24.04040404040404,0.514507227120279
81,24.09090909090909,0.5118920680806793
82,24.141414141414142,0.5065850989604294
83,24.19191919191919,0.4985121237197875
84,24.242424242424242,0.48762444979263814
85,24.292929292929294,0.47390056439955414
86,24.343434343434343,0.45734745520620335
87,24.393939393939394,0.43800153764809535
88,24.444444444444443,0.4159291579765882
89,24.494949494949495,0.39122664877847096
90,24.545454545454547,0.36401992221682333
91,24.595959595959595,0.3344635953410558
92,24.646464646464647,0.30273965130211095
93,24.696969696969695,0.26905564995124626
94,24.747474747474747,0.23364251085340718
95,24.7979797979798,0.19675190096170703
96,24.848484848484848,0.15865326783525233
97,24.8989898989899,0.11963056710765048
98,24.949494949494948,0.07997873971654591
99,25.0,0.04
